	1	2	3	4	5
GSM244067.CEL	3.0330696	0.0	3.1658523	1.3000745	0.0
GSM244068.CEL	2.7040505	0.0	3.18506	1.3810936	0.0
GSM244069.CEL	2.9384074	0.0	2.7883925	1.5020742	0.0
GSM244070.CEL	2.749487	0.0	3.0500379	1.4190624	0.0
GSM244071.CEL	3.3119407	0.0	3.101835	1.8422041	0.0
GSM244072.CEL	3.46593	0.0	2.4319382	2.1512947	0.0
GSM251201.CEL	4.5251226	3.5489025	0.0	0.42552787	0.016828895
GSM251202.CEL	3.0384612	3.698042	0.0	2.2337406	0.0
GSM251203.CEL	2.719525	2.8056612	0.0	0.837854	0.0
GSM251204.CEL	3.4405918	2.2424421	0.0	2.741932	0.14719686
GSM251205.CEL	3.753972	4.011947	0.0	0.82171476	0.30357796
GSM251206.CEL	3.517218	2.58362	0.0	2.2510638	0.5727768
GSM252496.CEL	0.37154877	2.6742291	0.0	0.0	0.4797642
GSM252501.CEL	0.7826501	2.9068213	0.0	0.0	0.79640913
GSM252505.CEL	0.8589494	2.8583908	0.0	0.0	1.079339
GSM252506.CEL	0.0	1.686001	0.0	0.0	1.0577273
GSM252507.CEL	0.0	1.673017	0.0	0.0	1.3666806
GSM252508.CEL	0.0	1.4001318	0.0	0.0	0.8026242
GSM252559.CEL	0.0	0.0	4.0167294	0.0	2.852549
GSM252560.CEL	0.30413675	0.0	4.219393	0.0	3.3342319
GSM252561.CEL	0.0	0.0	4.2432456	0.0	2.7960954
GSM252562.CEL	0.43695182	0.0	3.989058	0.0	3.557239
GSM254432.CEL	3.2925105	0.0	3.952087	0.034539998	0.32113075
GSM261915.CEL	0.0	0.0	0.0	0.0	1.4953568
GSM261916.CEL	0.0	0.0	0.0	0.0	2.0614846
GSM261917.CEL	0.0	0.0	0.0	0.0	1.6347234
GSM261918.CEL	0.0	0.0	0.12766403	0.0	2.1889596
GSM261919.CEL	0.0	0.0	0.0	0.0	0.94862336
GSM261920.CEL	0.0	0.0	0.0	0.0	1.5662688
GSM261921.CEL	0.0	0.0	0.0	0.88326335	2.9900312
GSM261922.CEL	0.0	0.0	0.0	2.6249456	4.191864
GSM261923.CEL	0.0	0.0	0.0	1.0930376	4.2589426
GSM261924.CEL	0.0	0.0	0.0	1.9587585	4.9007535
GSM261925.CEL	0.0	0.0	0.7210356	0.0	4.8049273
GSM261926.CEL	0.0	0.0	0.0	1.7911031	5.741059
GSM261927.CEL	0.0	0.0	0.776748	1.3171036	4.0661545
GSM261928.CEL	0.0	0.0	1.299352	0.48940754	4.024111
GSM261929.CEL	0.0	0.0	0.34696442	1.2464547	5.446699
GSM261930.CEL	0.0	0.0	0.0	0.0	3.339571
GSM261931.CEL	0.0	0.0	0.0	0.9863632	5.4162755
GSM261932.CEL	0.0	0.0	0.0	0.65697616	4.8844748
GSM261933.CEL	0.0	0.0	0.0	0.83635235	2.9959364
GSM261934.CEL	0.0	0.0	0.0	1.0638058	3.5667696
GSM261935.CEL	0.0	0.0	0.0	1.8443139	4.947557
GSM261936.CEL	0.0	0.0	0.0	1.5066092	5.1662555
GSM261937.CEL	0.0	0.0	0.0	1.807137	4.8451643
GSM261938.CEL	0.0	0.0	0.0	1.960516	5.321959
GSM267248.CEL	1.1151719	0.9733942	0.0	2.2387748	0.0
GSM267249.CEL	2.017143	0.15163206	0.045469463	1.7685716	0.0
GSM267250.CEL	1.5767419	1.4406726	0.0	3.0828342	0.1900489
GSM267251.CEL	1.2082585	1.5151845	0.0	2.860433	0.20402768
GSM267252.CEL	1.2726058	0.0	0.0	1.1675667	0.0
GSM267253.CEL	2.082772	0.0	0.081334054	0.9296866	0.074789286
GSM267254.CEL	2.1628246	0.0	0.0	2.406896	0.28110543
GSM267255.CEL	2.4662495	0.0	0.0	2.7459803	0.29516426
GSM267256.CEL	1.5858132	0.0	1.264339	0.0	0.0
GSM267257.CEL	0.9149757	0.0	0.4853343	0.0	0.0
GSM267258.CEL	2.382246	0.0	1.786845	0.1658203	0.0
GSM267259.CEL	2.0418305	0.0	1.5855198	0.07843292	0.0
GSM290747.CEL	2.897026	1.1291614	0.0	3.9173417	0.058648556
GSM290748.CEL	2.5873165	1.1529994	0.0	3.739307	0.0
GSM290749.CEL	2.199542	0.0	2.005247	0.48171824	0.0
GSM290750.CEL	2.0791488	0.0	1.7944143	0.31420976	0.0
GSM290751.CEL	2.3737957	0.3255176	1.6473236	0.0	0.0
GSM290752.CEL	2.398962	0.0	2.1627104	0.6106595	0.0
GSM307112.CEL	3.7296834	1.6367195	0.0	0.921133	1.011142
GSM307113.CEL	3.8598537	1.5816783	0.0	1.1594952	1.2006874
GSM307114.CEL	4.4538994	2.0788238	0.0	1.3433163	1.4065588
GSM307115.CEL	0.0	0.0	3.1339004	0.0	0.0
GSM307116.CEL	0.0	0.0	1.6000826	0.0	0.0
GSM307117.CEL	0.0	0.0	2.0367198	0.0	0.0
GSM307118.CEL	4.593857	0.43958753	0.76501215	0.41279858	0.28898558
GSM307119.CEL	4.6814055	1.4343264	0.023088276	0.7330859	0.40377676
GSM307120.CEL	4.589068	1.287146	0.071394086	0.7689369	0.3407138
GSM307121.CEL	1.9318168	0.0	1.6540318	0.0	0.0
GSM307122.CEL	1.3326244	0.0	1.9397995	0.0	0.0
GSM307123.CEL	1.5934811	0.0	2.1856356	0.0	0.045508236
GSM307124.CEL	1.812302	0.0	0.57852024	1.1910447	0.0
GSM307125.CEL	1.8639171	0.0	0.51451194	1.6044173	0.0
GSM307126.CEL	2.0479388	0.0	1.1272291	1.6958282	0.0
GSM307134.CEL	3.7450156	0.0	3.0692902	0.2420311	0.052180022
GSM307135.CEL	3.0535126	0.0	3.13652	0.0	0.07869771
GSM318398.CEL	0.0	0.0	0.6516797	0.0	0.0
GSM318399.CEL	1.6475693	0.0	0.047891557	0.0	0.0
GSM318400.CEL	0.7635139	0.0	1.936079	0.0	0.0
GSM318401.CEL	0.0	0.0	0.0	0.0	0.0
GSM318402.CEL	0.7281159	0.0	0.0	0.0	0.0
GSM318403.CEL	0.0	0.0	0.0	0.0	0.0
GSM318404.CEL	0.0	1.6814482	0.0	0.0	0.121049374
GSM318405.CEL	0.0	0.8191641	0.0	0.0	0.37458378
GSM318406.CEL	0.0	0.57337254	0.0	0.0	0.0
GSM318407.CEL	0.0	0.13443097	0.0	0.0	0.0
GSM318408.CEL	0.8961103	0.118156776	1.409195	0.0	0.0
GSM318409.CEL	0.0	0.0	0.0	0.0	0.0
GSM318716.CEL	0.5047059	0.0	3.7397623	0.0	4.719364
GSM334310.CEL	3.819213	2.6032658	0.0	3.331424	0.18967962
GSM334311.CEL	3.5893679	3.7513947	0.0	2.3386536	0.75582755
GSM334312.CEL	2.1117816	2.1942654	0.0	2.7038379	0.08080438
GSM334313.CEL	2.8824804	0.5214543	0.0	2.8993616	0.09565267
GSM334314.CEL	3.2423477	2.1699305	0.0	2.915434	1.0098354
GSM334315.CEL	2.926599	1.7830985	0.0	3.0733612	0.9528384
GSM335182.CEL	0.0	0.0	0.21988422	0.0	2.352985
GSM335183.CEL	0.0	0.0	0.0	0.0	0.5155581
GSM349042.CEL	0.0	0.0	1.790138	0.0	3.4498148
GSM349045.CEL	1.0649905	0.0	3.3885298	0.0	5.037549
GSM349047.CEL	0.854209	0.0	3.8112733	0.0	4.983194
GSM349048.CEL	0.2745539	0.0	2.7748368	0.0	4.464558
GSM356953.CEL	0.0	0.25735232	0.0	0.0	0.0
GSM356954.CEL	0.0	0.004442364	0.0	0.12297541	0.0008919835
GSM356955.CEL	0.0	0.084345475	0.0	0.17169845	0.037520558
GSM356956.CEL	0.0	0.0	0.0	0.0	0.0
GSM356957.CEL	0.0	0.0	0.0	0.0	0.0
GSM356958.CEL	0.0	0.0	0.0	0.0	0.0
GSM356959.CEL	0.0	0.0	0.0	0.0	0.0
GSM356960.CEL	0.0	0.0	0.0	0.0	0.0
GSM356961.CEL	0.0	0.0	0.0	0.0	0.0
GSM366976.CEL	0.76086104	0.0	4.049964	0.0	4.2841587
GSM366977.CEL	0.0	0.0	4.2239065	0.0	3.2234697
GSM375702.CEL	2.565083	0.0	1.4391658	1.2480251	4.454825
GSM375703.CEL	2.377423	0.035449818	0.81032515	1.6464992	4.130329
GSM393044.CEL	2.780099	0.0	2.0476112	1.3014942	0.0
GSM393045.CEL	2.8613324	0.0	2.6496665	1.8647313	0.0
GSM424829.CEL	0.0	0.0	0.0	0.0	0.0
GSM424830.CEL	0.0	0.0	0.0	0.0	0.0
GSM424831.CEL	0.0	0.0	0.0	0.0	0.0
GSM424832.CEL	0.0	0.0	0.5514177	0.14928216	0.0
GSM424833.CEL	0.0	0.0	0.3959348	0.15121979	0.0
GSM424834.CEL	0.0	0.0	0.0	0.0	0.0
GSM424835.CEL	0.0	0.0	0.0	0.0	0.0
GSM424836.CEL	0.0	0.0	0.0	0.0	0.0
GSM429472.CEL	1.3811066	2.1903043	0.0	0.35234958	0.0
GSM429475.CEL	0.10902715	1.792161	0.0	0.0	0.003268063
GSM429476.CEL	0.0	0.0	0.0	0.20684499	0.0
GSM429477.CEL	0.0	0.0	0.0	0.026841283	0.0
GSM429478.CEL	0.0	0.0	0.0	0.0	0.0
GSM429479.CEL	0.0	0.0	0.0	0.0	0.056994855
GSM429480.CEL	0.28912544	0.0	0.0	2.3614361	0.0
GSM429481.CEL	0.2382251	0.0	0.0	2.1121716	0.0
GSM432860.CEL	1.9558762	4.1489496	0.0	3.7389615	0.4053303
GSM432861.CEL	2.0368383	4.5000615	0.0	3.3637729	0.3707403
GSM432862.CEL	1.9542439	4.0392566	0.0	3.0040307	0.6166306
GSM432863.CEL	1.70639	3.5440407	0.0	3.3243098	0.37704745
GSM432864.CEL	2.10285	5.2996373	0.0	2.1313014	0.87302244
GSM432865.CEL	1.7878407	5.3520126	0.0	2.0931723	1.0002774
GSM432866.CEL	2.9402063	0.0	1.4465458	2.3743546	0.0
GSM432867.CEL	3.3611436	0.0	1.0153757	2.7929564	0.08099872
GSM432868.CEL	2.855935	0.0	0.56731176	3.0394082	0.19219413
GSM432869.CEL	3.0604267	0.0	2.6325748	2.0850592	0.0
GSM432870.CEL	3.8311977	0.0	3.2961853	0.0	0.052344173
GSM432871.CEL	4.139983	0.0	2.945147	0.27246094	0.0
GSM45588.CEL	0.0	0.0	0.14431739	0.0	0.0
GSM45589.CEL	0.0	0.0	0.0	0.0	0.0
GSM45590.CEL	0.0	0.0	0.0	0.0	0.052895933
GSM45591.CEL	0.0	0.0	0.6098839	0.0	0.06548807
GSM462061.CEL	0.0	0.0	0.0	0.0	0.71849626
GSM462062.CEL	0.0	0.0	0.90235406	0.0	2.8054
GSM462063.CEL	0.0	0.0	4.0918303	0.0	3.0860505
GSM462064.CEL	0.8899301	0.0	3.349902	0.98376024	3.32793
GSM462352.CEL	1.7083325	1.0045317	1.011776	0.0	1.4591236
GSM462353.CEL	2.6417603	0.6294091	2.1492164	0.0	4.5019927
