	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
GSM1027584_062508WT.CEL	3.5855381	5.3943896	2.2251306	0.0	0.0	0.0	5.9650707	0.0	0.0	1.5732791	0.0	2.3211904	0.0	0.0	0.0	0.0	0.81121516	0.0	0.0	0.033742845
GSM1027585_071008WT.CEL	3.6937742	4.765909	2.3741612	0.0	0.0	0.0	7.1219306	0.0	0.0	2.4683397	0.06459713	2.4371164	0.0	0.0	0.0	0.0	0.1282027	0.0	0.0	0.0
GSM1027586_062508plcHR.CEL	3.0811505	6.301624	2.178515	0.0	0.0	0.0	6.9189215	0.0	0.0	2.9302442	0.5364618	0.33925402	1.3883514	0.0	0.0	0.06819743	0.0	0.0	0.0	0.0
GSM1027587_071008plcHR.CEL	3.3430834	7.2257037	2.119143	0.12759966	0.0	0.17651036	6.1483974	0.0	0.0	3.5905576	0.2323454	0.19210756	2.0540242	0.0	0.0	0.05182369	0.0	0.0	0.0	0.0
GSM1027588_062508gbdR.CEL	3.2798347	5.8071265	2.4296117	0.0	0.0	0.0	7.4423823	0.0	0.0	2.5973356	0.49294543	0.0	1.0825152	0.0	0.0	0.0	0.039876044	0.0	0.0	0.0
GSM1027589_071008gbdR.CEL	3.5615788	5.868173	2.7285388	0.10808891	0.0	0.0	6.5786214	0.0	0.0	3.211375	0.43792257	0.0	1.4627662	0.036877777	0.0	0.0	0.09325692	0.0	0.0	0.0
GSM1067456_PAO1_CK_1.CEL	3.6848474	1.8493793	3.875158	0.7757111	0.0	3.1130695	0.0	0.22545543	0.0	0.0	0.27942324	0.0	0.43666205	0.0	0.0	0.0	3.460637	0.04014188	0.0	0.21192211
GSM1067457_PAO1_PAA_1.CEL	2.0815296	1.208385	4.4727283	0.7066592	0.50349426	2.6217587	0.0	0.17321761	0.0	0.0	0.0	0.24989584	0.027590275	0.0	0.0	0.0	4.6502123	0.0	0.0	0.12935108
GSM1067458_PAO1_CK_2.CEL	2.5441744	1.3219175	1.5187325	0.37766865	0.08138633	3.676648	0.0	0.0	0.0	0.26564902	0.0	0.0	0.0	0.0	0.0	0.0	3.69843	0.26298457	0.0	0.0
GSM1067459_PAO1_PAA_2.CEL	2.558346	1.3449774	2.1802464	0.58300436	0.0	3.861948	0.0	0.19860244	0.0	0.0	0.0	0.76962143	0.0	0.0	0.0	0.0	3.1640747	0.1801207	0.0	0.0
GSM1112046_PGAS_25_1A.CEL	1.3847775	4.5743837	0.0	0.7032222	0.0	1.8198953	0.0	0.0	0.0	0.17455739	0.0	0.0	2.361855	0.21588568	3.299822	4.139345	0.0	0.0	0.0	6.4074244
GSM1112047_PGAS_25_2A.CEL	0.44898632	2.743616	0.0	0.21329436	0.0	0.023773517	0.07020885	0.0	0.0	0.0	0.0	0.0	0.74537325	1.3518734	4.4898567	3.2735503	0.16428214	0.0	0.0	6.881662
GSM1112048_PGAS_25_4A.CEL	1.5617644	4.0454865	0.0	0.8679007	0.0	1.9013922	0.0	0.0	0.0	0.3261646	0.0	0.0	2.30755	0.3621246	3.7367413	4.146177	0.0	0.0	0.0	6.5642757
GSM1112049_PGAS_37_1B.CEL	2.3982005	4.527568	0.0	0.7352242	0.0	1.7947738	0.0	0.0	0.0	0.0	0.0	0.0	1.8718475	0.12351579	2.9751647	3.9316118	0.14766641	0.0	0.0	5.9928746
GSM1112050_PGAS_37_2B.CEL	2.613175	5.2659216	0.0	1.0931902	0.0	1.8023536	0.0	0.0	0.0	0.0	0.0	0.0	2.3088903	0.0	2.5635765	3.3344882	0.08794871	0.0	0.0	5.285104
GSM1112051_PGAS_37_3A.CEL	2.449377	4.824565	0.0	1.406032	0.0	2.7338974	0.0	0.0	0.0	0.47562185	0.0	0.0	2.865663	0.0	2.348418	2.6733031	0.0	0.0	0.0	5.4349713
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	4.375737	1.2565076	5.8202553	0.10157353	0.0	0.0	3.9743652	0.0	0.0	0.5062596	0.0	2.095055	0.0	0.0	0.0	0.100360155	0.38024405	0.0	2.1318154	0.0
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	4.218486	1.6848228	5.223162	0.0	0.0	0.0	5.042388	0.0	0.0	0.75262725	0.24134839	1.3478789	0.0	0.0	0.0	0.13464299	0.0	0.0	2.5574305	0.0
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	4.632411	1.392771	5.637433	0.0	0.0	0.0	4.9080906	0.0	0.0	1.1155077	0.0	1.4061625	0.0	0.0	0.0	0.12873696	0.72616905	0.0	1.7784901	0.0
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	3.8499646	0.74460983	5.799297	0.0	0.0	0.0	4.5765467	0.0	0.0	0.28262678	1.0016556	1.4031353	0.0	0.0	0.06269046	0.13950714	0.0	0.0	3.8216467	0.0
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	3.2614589	1.1885321	5.661111	0.0	0.0	0.0	6.4601283	0.0	0.016524017	1.2410927	2.148438	0.13631982	0.0	0.0	0.12322055	0.19030721	0.0	0.0	5.0210133	0.0
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	4.2929125	2.2211971	5.35243	0.0	0.20460051	0.0	6.61486	0.0	0.0	3.288951	1.2080644	0.0	0.0	0.0	0.0	0.14219376	0.0	0.0	1.4117188	0.0
GSM1146022_pJN105_1.CEL	0.0	0.0	3.3529367	0.0	0.0	0.0	0.37709683	0.027310625	1.2346635	0.0	1.2378142	0.50180364	0.34769505	0.11243388	0.0	0.040754154	0.0	1.8306636	5.8480005	2.890177
GSM1146023_pJN105_2.CEL	0.31237975	0.0	2.9497695	0.0	0.0	0.0608378	0.09308082	0.0	2.7217708	0.0	2.3994877	0.40433788	0.0	1.9842975	0.0	0.2818577	0.0	1.2786431	3.6410267	3.4347026
GSM1146024_phaF_1.CEL	0.0	0.0	3.4626186	0.0	0.0	0.0	0.31000346	0.0	2.334949	0.0	1.9412949	0.0	0.13915414	1.3434956	0.0	0.0	0.0	1.6771749	4.3030825	3.7495105
GSM1146025_phaF_2.CEL	0.0	0.0	3.3847477	0.0	0.0	0.09407304	0.4165151	0.0	1.5076873	0.0	1.9537373	0.3391206	0.0	0.37348622	0.0	0.0	0.0	1.9909587	5.1316376	2.4580214
GSM1177842_PAO1-1.CEL	0.0	0.0	0.0	4.300316	4.474803	2.3911688	0.0	0.0	0.0	6.5331006	0.0	0.0	5.961788	0.0	0.0	0.368032	0.6673633	0.0	0.0	0.0
GSM1177843_PAO1-2.CEL	0.0	0.0	0.0	4.1369376	4.2421374	2.4837904	0.0	0.0	0.0	6.3109574	0.0	0.0	5.3484535	0.0	0.0	0.27925065	0.52468026	0.0	0.0	0.0
GSM1177844_PAO1-3.CEL	0.0	0.0	0.0	3.8824358	4.3498855	2.1388838	0.0	0.0	0.0	6.0386868	0.0	0.0	5.3156233	0.0	0.04748258	0.24625675	0.6268207	0.0	0.0	0.0
GSM1177845_PAO1-AMV-1.CEL	0.0	0.0	0.18408412	3.8775969	3.5835166	1.5192966	0.0	0.2011148	0.0	5.070603	0.28780416	0.0	6.146594	0.0	0.05808969	0.15385494	0.31520107	0.0	0.0	0.0
GSM1177846_PAO1-AMV-2.CEL	0.0	0.0	0.0	4.1191664	3.914824	2.0333667	0.0	0.0	0.0	4.948834	0.46249115	0.0	5.909031	0.0	0.0	0.23253316	0.7145617	0.0	0.0	0.0
GSM1177847_PAO1-AMV-3.CEL	0.0	0.0	0.05775094	3.7700555	4.1242266	1.8390255	0.0	0.0	0.0	4.5086894	0.43370873	0.0	5.7147455	0.0	0.011284571	0.1979915	0.5939394	0.0	0.0	0.0
GSM1181847_gc_WT1_1.CEL	3.7774134	0.19848606	0.0	0.045797706	0.23437937	0.0	1.387368	0.0	0.029331267	1.6192429	0.0	0.0	0.0	0.0	0.0	0.0	5.0351725	0.32548648	0.18864515	0.0
GSM1181848_gc_WT2_3.CEL	4.142267	0.0	0.0	0.1646192	0.73130363	0.3352798	1.3254629	0.0	0.0	2.1933541	0.0	0.16404444	0.0	0.0	0.0	0.0	5.236837	0.24720225	0.00086317956	0.0
GSM1181849_gc_Delta1_2.CEL	3.9058266	0.45739484	0.0	0.1262927	0.42693052	0.0	1.4878937	0.0	0.0	1.9994314	0.0	0.0	0.10544062	0.0	0.0	0.0	5.3275805	0.39795604	0.0	0.0
GSM1181850_gc_Delta2_4.CEL	4.0726895	0.08290595	0.0	0.27341855	0.5301633	0.0	1.6393154	0.0	0.0	1.6111314	0.0	0.40889612	0.0	0.0	0.0	0.0	4.9785643	0.37118465	0.27763525	0.0
GSM1191066_sphR-pyr-1.CEL	0.0	0.29920313	0.0	0.636591	7.3598394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15155822	0.0	0.0	0.0
GSM1191067_sphR-pyr-2.CEL	0.0	0.09616627	0.0	0.72104573	7.8280864	0.0	0.0	0.0	0.054278135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSM1191068_sphR-surf-1.CEL	0.027886987	0.7355981	0.0	0.0628134	7.256814	0.0	0.0	0.0	0.0	0.0	0.0	0.33318156	0.0	0.0	0.0	0.0	1.4725561	0.0	0.0	0.0
GSM1191069_sphR-surf-2.CEL	0.12203649	0.0	0.13584772	0.1667751	7.2013144	0.0	0.0	0.0	0.0	0.0	0.0	0.8370878	0.0	0.0	0.0	0.0	0.5511108	0.0	0.0	0.0
GSM1191070_WT-pyr-1.CEL	0.0	0.0	0.0	0.9148358	7.7263055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12441379	0.0	0.0
GSM1191071_WT-pyr-2.CEL	0.0	0.0	0.0	0.40516496	7.744674	0.012094423	0.0	0.0	0.09382564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026315808	0.0	0.0	0.0
GSM1191072_WT-surf-1.CEL	0.1395339	1.1709561	0.0	0.18691349	7.302578	0.0	0.0	0.0	0.0	0.0	0.0	0.17622888	0.0	0.0	0.0	0.0	1.3695464	0.0	0.0	0.0
GSM1191073_WT-surf-2.CEL	0.0	0.0	0.33156395	0.13556635	6.8777323	0.0	0.0	0.0	0.0	0.0	0.02548474	1.2025176	0.0	0.0	0.0	0.0	0.6887711	0.0	0.0	0.0
GSM1206643_WT-PYR-1.CEL	0.0	0.0	0.0	0.13379252	6.6468134	0.021003291	0.0	0.0	3.4577975	0.0	0.08441609	0.0	0.0	0.0	0.39227432	0.0	0.0	0.0	0.0	0.0
GSM1206644_WT-PYR-2.CEL	0.0	0.0	0.0	0.12379485	6.5797076	0.039480012	0.0	0.0	3.5439878	0.0	0.0	0.0	0.0	0.0	0.5654815	0.0	0.039568394	0.0	0.0	0.0
GSM1206645_WT-CHO-1.CEL	0.0	0.0	0.0	0.082110584	6.657619	0.09421752	0.0	0.0	3.6324272	0.0	0.0	0.0	0.0	0.0	0.6335754	0.0	0.0720461	0.0	0.0	0.0
GSM1206646_WT-CHO-2.CEL	0.0	0.0	0.0	0.0	6.2887907	0.10636687	0.0	0.0	4.541113	0.0	0.0	0.0	0.0	0.0	0.9517322	0.0	0.044539303	0.0	0.0	0.0
GSM1206647_WT-DTC-1.CEL	0.0	0.0	0.0	0.0	6.374997	0.10288098	0.0	0.0	4.249139	0.0	0.0	0.0	0.0	0.0	0.79319423	0.0	0.0	0.0	0.0	0.0
GSM1206648_WT-DTC-2.CEL	0.0	0.0	0.0	0.0	6.1463923	0.12825292	0.0	0.0	4.536029	0.0	0.0	0.0	0.0	0.0	1.0814307	0.0	0.0	0.0	0.0	0.0
GSM1206649_WT-ETC-1.CEL	0.0	0.0	0.0	0.030324101	6.3402977	0.13869251	0.0	0.0	4.1754165	0.0	0.0	0.0	0.0	0.0	1.033273	0.0	0.08546886	0.0	0.0	0.0
GSM1206650_WT-ETC-2.CEL	0.0	0.0	0.0	0.0753454	6.00339	0.11591803	0.0	0.0	4.1201653	0.0	0.0	0.0	0.0	0.0	1.1456769	0.0	0.010386199	0.0	0.0	0.0
GSM1206651_WT-PRC-1.CEL	0.0	0.0	0.0	0.0	6.624273	0.21308215	0.0	0.0	4.488538	0.0	0.0	0.0	0.0	0.0	1.0464661	0.0	0.06562927	0.0	0.0	0.0
GSM1206652_WT-PRC-2.CEL	0.0	0.0	0.0	0.0	6.8462734	0.24395949	0.0	0.0	4.023003	0.0	0.0	0.0	0.0	0.0	0.8549193	0.0	0.15266126	0.0	0.0	0.0
GSM1206653_dgcA-CHO-1.CEL	0.0	0.2502385	0.0	0.0	6.4999547	0.21237695	0.0	0.0	5.0866957	0.0	0.0	0.0	0.0	0.0	1.3987057	0.0	0.1874335	0.0	0.0	0.0
GSM1206654_dgcA-CHO-2.CEL	0.0	0.18738365	0.0	0.0	6.4374804	0.20177794	0.0	0.0	4.762929	0.0	0.0	0.0	0.0	0.0	1.3629215	0.0	0.21340674	0.0	0.0	0.0
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	7.5426083	0.7235915	0.0	0.5524109	0.533007	0.5068517	0.0	0.031718925	0.0	0.0	0.0	0.0	1.4364967	0.0	0.0	0.0	0.10012135	0.18464863	0.0	0.87732625
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	7.0879793	0.8303155	0.0	0.6755791	0.71319544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7974344	0.0	0.0	0.0	0.78978425	0.31865487	0.0	0.6200592
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	7.4282837	0.6860345	0.8535208	0.6153103	1.057152	0.0	0.0	0.31630507	0.0	0.0	0.0	0.30284795	0.2383568	0.0	0.0	0.015171632	1.9202485	0.23356155	0.0	0.13122183
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	5.7369604	0.19914871	2.1616673	0.28139973	0.7771743	0.0	0.03658116	0.7790322	0.0	0.0	0.0	0.7442293	0.0	0.0	0.0	0.0092805475	3.1306827	0.29805493	0.0	0.0
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	6.329383	0.16032556	1.7645476	0.49428815	0.40899637	0.0	0.016569138	0.48647386	0.0	0.0	0.0	0.6080151	0.0659644	0.0	0.0	0.0	2.5409024	0.22017816	0.0	0.04615563
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	6.40969	0.23225173	0.6349054	0.44369942	0.5779723	0.0	0.0	0.5279741	0.0	0.0	0.0	1.2179177	0.0	0.0	0.0	0.0	1.5896423	0.48262572	0.0	0.2266072
GSM1244967_PAO1-22-replicate-01.CEL	0.0	0.0	0.0	0.46758804	0.0	5.57893	0.0	0.0	2.07084	0.0	0.0	0.0	2.061451	0.0	0.0	5.349741	0.7056092	0.0	0.0	0.0
GSM1244968_PAO1-22-replicate-02.CEL	0.0	0.0	0.0	0.39186436	0.0	5.3882747	0.0	0.0	2.0232596	0.0	0.0	0.0	1.9614795	0.0	0.0	5.3273516	0.5441591	0.0	0.0	0.0
GSM1244969_PAO1-22-replicate-03.CEL	0.0	0.0	0.0	0.49630016	0.0	5.553302	0.0	0.0	2.0740602	0.0	0.0	0.0	2.1799457	0.0	0.0	5.5626693	0.69246805	0.0	0.0	0.0
GSM1244970_PAO1-37-replicate-01.CEL	0.0	0.0	0.0	0.0	0.0	4.4804583	0.0	0.0	1.5206534	0.22831213	0.041040003	0.0	0.3128351	0.0	0.0	5.6826835	3.5496738	0.0	0.0	0.0
GSM1244971_PAO1-37-replicate-02.CEL	0.0	0.0	0.0	0.0	0.0	4.604695	0.0	0.0	1.4573627	0.1821081	0.047489047	0.0	0.40049225	0.0	0.0	5.750585	3.4786682	0.0	0.0	0.0
GSM1244972_PAO1-37-replicate-03.CEL	0.0	0.0	0.0	0.0	0.0	4.6115828	0.0	0.0	1.5685489	0.12921697	0.038900197	0.0	0.19864818	0.0	0.0	5.866074	3.2594354	0.0	0.0	0.0
GSM1267086_HZI1981_G1a.CEL	4.0984516	0.73792917	0.0	0.38759786	2.9735675	0.42648882	3.0923336	0.0	0.14250553	3.5605657	0.0	0.0	0.0	0.0	0.34599864	0.0	0.0	0.0	0.0	0.39127317
GSM1267087_HZI1950_Pae_G1a.CEL	6.16784	1.6422706	0.0	0.27882043	3.1326828	1.0736663	2.280786	0.0	0.0	4.388577	0.0	0.20748144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSM1267088_HZI1951_Pae_G1a.CEL	4.8667574	0.9769384	0.0	0.21504405	3.7700558	0.14658257	1.8319399	0.0	0.0	3.685765	0.0	0.7257498	0.0	0.0	0.7765241	0.0	0.058674455	0.0	0.0	0.0
GSM1267089_HZI1952_Pae_G1a.CEL	5.4469433	1.4148662	0.0	0.22131914	3.7756228	0.53704613	1.6824546	0.0	0.0	4.150802	0.0	0.8001512	0.0	0.0	0.26904747	0.0	0.08943057	0.04078123	0.0	0.0
GSM1267090_HZI1953a_Pae_G1a.CEL	5.15977	1.736238	0.0	0.22681934	4.0418944	0.0	1.6736443	0.0	0.0	3.31919	0.0	0.0	0.0	0.0	0.011340585	0.0	1.2203084	0.0	0.17148916	0.058500648
GSM1267091_HZI1954_Pae_G1a.CEL	5.145668	4.092184	0.0	0.21587831	4.3429966	0.072717234	1.1535242	0.0	0.0	2.9575975	0.0	0.0	0.0	0.0	0.28844863	0.0	3.2486894	0.27426496	0.0	0.0
GSM1267092_HZI1955_Pae_G1a.CEL	3.640951	0.44809228	1.902198	0.35837296	5.427172	0.0	1.9412949	0.0	0.0	3.3197727	0.27030477	0.0	0.0	0.0	0.0	0.19956681	4.567394	0.19203106	2.7822962	0.0
GSM1267093_HZI1956_Pae_G1a.CEL	4.76007	4.0048356	0.0	0.3513305	4.357209	0.0	1.0576483	0.0	0.0	2.2298908	0.0	0.0	0.0	0.0	0.31484506	0.0	4.8194885	0.2982812	0.0	0.0
GSM1267094_HZI1958_Pae_G1a.CEL	3.4068906	2.9956787	0.0	0.1440348	3.8365164	0.0	1.6415799	0.0	0.0	1.3098603	0.0	0.0	0.0	0.0	1.8358612	0.0	3.8649912	0.09271416	0.0	0.0
GSM1267095_HZI1959_Pae_G1a.CEL	2.14957	3.1439433	0.0	0.18608066	2.4682612	0.0	1.8403785	0.0	0.17737782	0.30898017	0.0	0.11575639	0.0	0.0	2.9448345	0.0	3.1031399	0.0	0.0	0.07780421
GSM1267096_HZI1960a_Pae_G1a.CEL	3.513287	1.2483094	0.0	0.3272906	3.2403698	0.0	1.9734259	0.0	0.0	1.9013369	0.0	0.202914	0.0	0.0	0.20668812	0.0	5.147875	0.35011694	0.0	0.0
GSM1267097_HZI1961_Pae_G1a.CEL	3.0945594	0.36228555	0.0	0.074703455	3.11798	0.0	1.4434338	0.0	0.0	1.965884	0.0	1.2902645	0.0	0.0	1.1538615	0.0	3.902482	0.38602763	0.0	0.0
GSM1267098_HZI1962_Pae_G1a.CEL	2.9766238	0.0	0.0	0.05959773	3.2304454	0.0	1.7738495	0.0	0.0	2.2909737	0.0	1.6756835	0.0	0.0	0.4934376	0.10911852	3.8764832	0.32347864	0.69739443	0.0
GSM1267099_HZI1963_Pae_G1a.CEL	2.7577918	0.0	0.3215199	0.0	2.944944	0.0	2.1789052	0.0	0.0	1.9130862	0.0	1.657325	0.0	0.0	1.0107772	0.117255166	2.4795158	0.013872057	0.5589136	0.0
GSM1267100_HZI1966_Pae_G1a.CEL	4.6931906	0.062298268	0.0	0.07481772	3.0661483	0.8590737	3.3408809	0.0	0.0	3.8451722	0.0	0.034989893	0.0	0.0	0.0	0.0	0.46164548	0.0	0.0	0.0
GSM1267101_HZI1967_Pae_G1a.CEL	2.684278	0.0875019	0.0	0.0	3.1835537	0.078289345	2.7026186	0.0	0.0	2.5732493	0.083489895	0.16178352	0.0	0.44273117	3.2152762	0.0	0.0	0.0	0.0	0.0
GSM1267102_HZI1968_Pae_G1a.CEL	4.120084	0.0	0.0	0.19280311	3.5462847	0.08668799	4.2181826	0.0	0.0	4.252133	0.0	0.0	0.0	0.0	0.0	0.0	0.045306653	0.0	0.77645147	0.0
