	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
SRR934003	0.32393909	0.40038684	1.0832447	0.0	0.9572067	0.0	0.9484482	1.175367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20522542	1.2722933	0.17001766	0.0	0.0	0.0	0.0	0.9674889	0.4053231	0.0	0.0	0.0	0.0	0.0	1.2189533
SRR1825690	0.6549904	0.117914826	0.7458321	0.0	0.81965125	0.4981296	1.6274402	1.1477386	0.058319926	0.04108247	0.0	0.01488328	0.27939376	0.0	0.0	1.9155167	1.4043893	1.4234546	0.0	0.16612071	0.0	0.0	0.51861167	1.1950791	0.0	0.0	0.0	0.0	0.0	1.1178833
SRR1825693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.138421	0.0	1.2461214	2.3010497	0.0	2.4970706	0.0	0.0	0.0	0.0	0.0	0.0	0.20288104	0.0	0.0	0.0	0.8738344	0.055698574	0.0	0.0	0.0
SRR1825695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0948393	0.0	1.5208166	2.2901137	0.0	2.4104602	0.109264344	0.0	0.0	0.0	0.0775134	0.0	0.2566077	0.0	0.0	0.0	1.0849504	0.0	0.0	0.0	0.0
SRR1825697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9334204	0.0	1.5593709	2.200829	0.0	2.2627583	0.3933532	0.0	0.0	0.049959242	0.16271216	0.0	0.35265774	0.0	0.0	0.0	1.0211692	0.0	0.0	0.0	0.0
SRR1731872	0.0	0.0	0.6917297	0.0	0.3983603	0.0	1.7975252	0.7367378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0889096	1.0616177	2.1622581	0.09432429	0.71920025	0.0	0.0	1.9327415	0.5733013	0.0	0.0	0.0	0.0	0.0	0.7018136
SRR1731873	0.0	0.0	0.7130231	0.0	0.4580478	0.0	1.8124719	0.7824592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2109087	1.1623486	2.1462274	0.082302034	0.7070944	0.0	0.0	1.8902327	0.6778844	0.0	0.0	0.0	0.0	0.0	0.7532686
SRR1731874	0.0	0.0	0.68057406	0.0	0.37017307	0.0	1.7217736	0.6336024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0343101	1.0236467	2.1968288	0.06261283	0.74326795	0.0	0.0	2.0422654	0.54268	0.0	0.0	0.0	0.0	0.0	0.6309055
SRR1731875	0.0	0.0	0.46409404	0.0	0.31501997	0.0	1.4697614	0.79274875	0.0	0.0	0.0	0.0	0.0004956126	0.0	0.0	0.6039655	0.69049585	2.1431317	0.0	0.38292724	0.0	0.19849312	1.4125701	0.5659417	0.0	0.0	0.0	0.0	0.0	0.702103
SRR1731876	0.007484965	0.0	0.4865805	0.0	0.276974	0.0	1.6307483	0.8044233	0.0	0.0	0.0	0.0	0.05549866	0.0	0.0	0.4353347	0.66365343	1.8455414	0.0	0.46548942	0.0	0.19766802	1.3388327	0.5563768	0.0	0.0	0.0	0.0	0.0	0.57032084
SRR1731877	0.0	0.0	0.45638794	0.0	0.18986925	0.0	1.6058958	0.7668645	0.0	0.0	0.0	0.0	0.01262331	0.0	0.0	0.40084204	0.4441626	2.090228	0.0	0.5200557	0.0	0.28384238	1.6149362	0.62814426	0.0	0.0	0.0	0.0	0.0	0.5960766
SRR1220684	0.073495895	0.0	0.050652903	0.0	0.0	0.0	0.30157375	0.0	0.0	0.0	0.0	1.5294595	0.22724956	0.0	0.0	1.594586	0.10478608	1.0265592	2.387013	1.2328902	0.0	0.0	0.0	1.013871	0.0	2.5912995	0.0	0.56496716	0.0	0.0
SRR1220685	0.0	0.0	0.0	0.0	0.0	0.0	0.10370066	0.0	0.0	0.0	0.16370095	0.6726182	0.0	0.0	0.0	1.071868	0.0	0.73085386	2.2918482	1.4799775	0.0	0.0	0.20892596	0.65573347	0.0	2.2398295	0.07569824	1.2979726	0.30607396	0.0
SRR1220686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48376724	0.0	0.0	0.0	1.0637461	0.0	0.701321	1.947896	1.588422	0.0	0.0	0.20463234	0.7148628	0.0	2.0237594	0.0	1.4853812	0.17299056	0.0
SRR1220687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56283444	0.0	0.0	0.0	1.0787162	0.0	0.7953005	1.8967803	1.6168772	0.0	0.0	0.22240752	0.7820107	0.0	1.9957566	0.0	1.4484072	0.04803346	0.0
SRR1220688	0.0	0.0	0.0	0.0	0.0	0.0	0.0030260682	0.0	0.0	0.0	0.0	0.62401646	0.0	0.0	0.0	1.1288539	0.0	0.8962671	1.9367663	1.6530216	0.0	0.0	0.24095052	0.8268496	0.0	2.000763	0.0	1.3431287	0.01746732	0.0
SRR1220689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070201814	0.0	0.0	0.0	0.3141921	0.0	0.0	1.919183	1.2093213	0.0	0.0	0.0	0.2572963	0.0	2.3886316	0.0	2.1744313	0.9467894	0.0
SRR1220690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040255368	0.0	0.0	0.0	0.37905884	0.0	0.0	1.8442786	1.3113647	0.0	0.0	0.0	0.30366033	0.0	2.3161643	0.0	2.1019545	0.8272052	0.0
SRR1220691	0.0	0.121965915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22539878	0.0	0.0	0.0	0.0	0.49422598	0.0	0.16191477	1.8464721	0.8306127	0.0	0.0	0.5249163	0.45370454	0.0	2.178535	0.0	2.5026927	0.77877665	0.0
SRR1220692	0.0	0.09299895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23072666	0.0	0.0	0.0	0.0	0.5021445	0.0	0.22605765	1.8360091	0.8327011	0.0	0.0	0.55008906	0.47320285	0.0	2.1531708	0.0	2.429513	0.73276615	0.0
SRR1220693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5570443	0.0	0.27285782	1.9555502	1.0810713	0.0	0.0	0.3496265	0.5164019	0.0	2.3552089	0.0	2.1463275	0.9001422	0.0
SRR1220694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12883025	0.0	0.0	0.0	0.4815228	0.0	0.41560653	1.867589	1.1267335	0.0	0.0	0.1889143	0.57109416	0.0	2.5076494	0.0	1.7330749	0.73888457	0.0
SRR1220695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094922066	0.0	0.0	0.0	0.4105898	0.0	0.24813795	1.8900634	1.1908454	0.0	0.0	0.07056826	0.51047236	0.0	2.5414016	0.0	1.8616247	0.869456	0.0
SRR1220696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38611385	0.0	0.20068842	1.8899423	1.0499274	0.0	0.0	0.16522467	0.47516504	0.0	2.4672878	0.0	2.0583365	0.86793274	0.0
SRR1220697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05776602	0.0	0.0	0.0	0.39614448	0.0	0.20913637	1.8957728	1.1262217	0.0	0.0	0.07873553	0.4523809	0.0	2.4871445	0.0	1.8969892	0.92072797	0.0
SRR1220698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08327773	0.0	0.0	0.0	0.36485404	0.0	0.2391395	1.7982019	1.1688557	0.0	0.0	0.038720727	0.4712766	0.0	2.4806376	0.0	1.8034925	0.7593747	0.0
SRR959550	0.9525717	0.61232114	0.7465327	0.0	1.3707635	0.9192348	2.6994524	1.9360515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.886323	2.5245788	1.9369681	0.0	0.0	0.0	0.0	0.7475489	1.6264334	0.0	0.0	0.0	0.0	0.0	1.8528543
SRR959592	0.9410959	0.6087977	0.74686223	0.0	1.3594395	0.9043626	2.6905644	1.9248996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8697052	2.5119433	1.9237357	0.0	0.0	0.0	0.0	0.75388545	1.6194613	0.0	0.0	0.0	0.0	0.0	1.8449953
SRR959593	0.95539075	0.615715	0.74530095	0.0	1.3702484	0.9210689	2.7047682	1.940731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8890085	2.5275736	1.9349663	0.0	0.0	0.0	0.0	0.7522508	1.6281637	0.0	0.0	0.0	0.0	0.0	1.8565359
SRR959594	0.9542224	0.6062315	0.75207376	0.0	1.369025	0.9200641	2.6976578	1.9375972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8815255	2.523736	1.9331526	0.0	0.0	0.0	0.0	0.7481644	1.627018	0.0	0.0	0.0	0.0	0.0	1.8529564
SRR959595	0.9471882	0.6104987	0.74112505	0.0	1.3682791	0.9154887	2.6975367	1.9367399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8860435	2.5265946	1.9406874	0.0	0.0	0.0	0.0	0.7514008	1.6260386	0.0	0.0	0.0	0.0	0.0	1.8519801
SRR959596	0.95309037	0.6124354	0.7446627	0.0	1.3710203	0.92104316	2.7050533	1.9400518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8905888	2.5290277	1.9397774	0.0	0.0	0.0	0.0	0.7479785	1.6284703	0.0	0.0	0.0	0.0	0.0	1.8557339
SRR959597	0.95754653	0.59993535	0.74875927	0.0	1.3698485	0.92664886	2.7022245	1.9408948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.885603	2.5283651	1.9387803	0.0	0.0	0.0	0.0	0.7509801	1.6292312	0.0	0.0	0.0	0.0	0.0	1.8572392
SRR959598	0.9519636	0.61435246	0.74220026	0.0	1.3724064	0.91977906	2.7038667	1.9391906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8933306	2.530912	1.942019	0.0	0.0	0.0	0.0	0.75498635	1.6308285	0.0	0.0	0.0	0.0	0.0	1.8578209
SRR959599	0.9491634	0.6130048	0.74216735	0.0	1.3718946	0.91861403	2.7010462	1.940601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8919687	2.5351372	1.9459994	0.0	0.0	0.0	0.0	0.753472	1.6320338	0.0	0.0	0.0	0.0	0.0	1.8589526
SRR959600	0.949405	0.6154091	0.7404058	0.0	1.37084	0.9190638	2.7071137	1.9402405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8956823	2.53294	1.9432101	0.0	0.0	0.0	0.0	0.7557155	1.6295809	0.0	0.0	0.0	0.0	0.0	1.8572026
SRR959601	0.949639	0.6164245	0.7367279	0.0	1.3715352	0.91966885	2.7103386	1.9423558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8990703	2.5366743	1.9490515	0.0	0.0	0.0	0.0	0.7530175	1.6310807	0.0	0.0	0.0	0.0	0.0	1.8583785
SRR959602	0.95059437	0.6154717	0.74174684	0.0	1.3723729	0.9204912	2.7023206	1.9400274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8932981	2.5319169	1.9420311	0.0	0.0	0.0	0.0	0.7510897	1.6300461	0.0	0.0	0.0	0.0	0.0	1.8559043
SRR959603	0.94887906	0.6375718	0.7166037	0.0	1.3613405	0.9243158	2.7437127	1.940977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9198003	2.524008	1.9332453	0.0	0.0	0.0	0.0	0.75191385	1.6129017	0.0	0.0	0.0	0.0	0.0	1.8342535
SRR959604	0.97621614	0.648541	0.73461586	0.0	1.3780041	0.941507	2.744531	1.9578246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9277873	2.543653	1.9184347	0.0	0.0	0.0	0.0	0.76137596	1.6291031	0.0	0.0	0.0	0.0	0.0	1.8619758
SRR959605	0.9540152	0.64336324	0.720867	0.0	1.3681631	0.9273832	2.74054	1.9474909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9217076	2.5359476	1.9273217	0.0	0.0	0.0	0.0	0.75703883	1.6193461	0.0	0.0	0.0	0.0	0.0	1.8490453
SRR959606	0.9592652	0.6408276	0.7176635	0.0	1.3696461	0.92886734	2.7407682	1.9489706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9252448	2.5342398	1.9347332	0.0	0.0	0.0	0.0	0.7667369	1.6228572	0.0	0.0	0.0	0.0	0.0	1.8525304
SRR959607	0.958963	0.6361741	0.7235556	0.0	1.3678021	0.9277841	2.7325325	1.9456207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9140859	2.5337002	1.9211508	0.0	0.0	0.0	0.0	0.7572975	1.6200671	0.0	0.0	0.0	0.0	0.0	1.8493688
SRR959608	0.96264786	0.63957274	0.72727233	0.0	1.3690208	0.9322064	2.7289767	1.9475824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9207501	2.5317225	1.918422	0.0	0.0	0.0	0.0	0.7541002	1.6224146	0.0	0.0	0.0	0.0	0.0	1.8485883
SRR959609	0.95953935	0.64308167	0.72230446	0.0	1.3699944	0.9319445	2.7453747	1.9486856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9304595	2.538959	1.9282441	0.0	0.0	0.0	0.0	0.75326437	1.6240819	0.0	0.0	0.0	0.0010164082	0.0	1.851081
SRR959610	0.96819156	0.6400453	0.7263195	0.0	1.3729812	0.9365113	2.7509534	1.9570479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9312105	2.544405	1.9311349	0.0	0.0	0.0	0.0	0.7602389	1.6273907	0.0	0.0	0.0	0.0	0.0	1.8621558
SRR959611	0.94206864	0.6362213	0.7197885	0.0	1.3503306	0.90804535	2.7175386	1.9419993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.881186	2.5121589	1.9168019	0.0	0.0	0.0	0.0	0.7735132	1.6115913	0.0	0.0	0.0	0.014605939	0.0	1.8305838
SRR959612	0.9398691	0.6358024	0.71704817	0.0	1.3492568	0.9054113	2.723401	1.9408923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8862162	2.5139842	1.92227	0.0	0.0	0.0	0.0	0.7724373	1.6091287	0.0	0.0	0.0	0.0118763745	0.0	1.830697
SRR959613	0.9359979	0.63218564	0.71226984	0.0	1.3449045	0.90148425	2.7121954	1.9305842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8878813	2.5025313	1.9138378	0.0	0.0	0.0	0.0	0.77206033	1.6086004	0.0	0.0	0.0	0.010221168	0.0	1.8240198
SRR959614	0.93688065	0.63384527	0.7135996	0.0	1.345501	0.9014146	2.7103298	1.9324787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8878517	2.504106	1.9136165	0.0	0.0	0.0	0.0	0.77604747	1.6113963	0.0	0.0	0.0	0.011931539	0.0	1.825119
SRR959615	0.9361828	0.6320521	0.7078681	0.0	1.3464259	0.90460944	2.7341645	1.9384769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9090114	2.5188637	1.9358182	0.0	0.0	0.0	0.0	0.7719323	1.6078527	0.0	0.0	0.0	0.021242723	0.0	1.8288968
SRR959616	0.93444866	0.63312614	0.7098103	0.0	1.346322	0.90402186	2.7187533	1.9328464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8935046	2.5087705	1.9264685	0.0	0.0	0.0	0.0	0.7712274	1.6056409	0.0	0.0	0.0	0.015686393	0.0	1.825316
SRR959617	0.9411853	0.63403183	0.713224	0.0	1.3495958	0.906794	2.7314794	1.9418888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8984308	2.515608	1.9214923	0.0	0.0	0.0	0.0	0.76799315	1.6140577	0.0	0.0	0.0	0.015495658	0.0	1.8321071
SRR959618	0.93882245	0.63526464	0.7077566	0.0	1.3487049	0.9053746	2.7450085	1.9435548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9091954	2.519382	1.9288001	0.0	0.0	0.0	0.0	0.7687069	1.6139146	0.0	0.0	0.0	0.019685298	0.0	1.8309395
SRR959619	0.9223512	0.63367796	0.70164675	0.0	1.3400753	0.8965272	2.710695	1.9252162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8889103	2.501947	1.9235145	0.0	0.0	0.0	0.0	0.76963365	1.5988953	0.0	0.0	0.0	0.01675278	0.0	1.8195777
SRR959620	0.9230513	0.6345663	0.7017321	0.0	1.3399765	0.89710385	2.7114487	1.9268248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8918839	2.5057635	1.928423	0.0	0.0	0.0	0.0	0.771258	1.6000053	0.0	0.0	0.0	0.017032474	0.0	1.8188361
SRR959621	0.9563742	0.6176771	0.74637264	0.0	1.3710948	0.9246892	2.7035906	1.9372159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8882976	2.52459	1.9305359	0.0	0.0	0.0	0.0	0.74945176	1.6275835	0.0	0.0	0.0	0.0	0.0	1.8536336
SRR959622	0.95194536	0.61388016	0.7460452	0.0	1.3671123	0.92214954	2.696504	1.932746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.874827	2.5159898	1.9271145	0.0	0.0	0.0	0.0	0.7466915	1.6218907	0.0	0.0	0.0	0.0	0.0	1.844255
SRR959623	0.95805734	0.62983704	0.7308815	0.0	1.3729427	0.9288136	2.727034	1.9433918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9135332	2.536993	1.9244763	0.0	0.0	0.0	0.0	0.7496446	1.6263381	0.0	0.0	0.0	0.0	0.0	1.8518692
SRR959624	0.96194357	0.6407366	0.7258019	0.0	1.3724034	0.933882	2.73606	1.9486333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.919321	2.5376835	1.9194939	0.0	0.0	0.0	0.0	0.7578337	1.6252227	0.0	0.0	0.0	0.0027045757	0.0	1.8514334
SRR959625	0.92999154	0.49085352	0.7269174	0.0	1.3066946	0.7837571	2.6599162	1.8808792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.810761	2.4580011	1.7952439	0.0	0.0	0.0	0.0	0.76665455	1.5797381	0.0	0.0	0.0	0.0	0.0	1.7806706
SRR959626	0.92756885	0.49839038	0.7255973	0.0	1.3074324	0.7864748	2.6577265	1.880197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8124928	2.4577684	1.8000349	0.0	0.0	0.0	0.0	0.7664177	1.5804734	0.0	0.0	0.0	0.0	0.0	1.7800949
SRR959627	0.928034	0.49478102	0.7263585	0.0	1.3075883	0.7814029	2.6648834	1.8825775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8179197	2.4619293	1.8037394	0.0	0.0	0.0	0.0	0.7661816	1.5833399	0.0	0.0	0.0	0.0	0.0	1.7827986
SRR959628	0.9191543	0.49054042	0.72026706	0.0	1.3026363	0.7713281	2.6678264	1.8776456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8218427	2.4633057	1.8065021	0.0	0.0	0.0	0.0	0.7703291	1.5805496	0.0	0.0	0.0	0.0	0.0	1.7772014
SRR959629	0.9606387	0.6325231	0.732688	0.0	1.3736116	0.9316355	2.7260847	1.9438764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.912126	2.5355785	1.919939	0.0	0.0	0.0	0.0	0.75184464	1.6275405	0.0	0.0	0.0	0.0	0.0	1.8534786
SRR959630	0.9586347	0.63117695	0.7317113	0.0	1.3720676	0.92880225	2.727199	1.9415183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9104605	2.5337298	1.9170218	0.0	0.0	0.0	0.0	0.75143343	1.6249135	0.0	0.0	0.0	0.0	0.0	1.8487271
SRR959631	0.95950466	0.63360643	0.73038965	0.0	1.3702927	0.9323683	2.733007	1.9405717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9122987	2.5328357	1.9141381	0.0	0.0	0.0	0.0	0.7535782	1.622852	0.0	0.0	0.0	0.0	0.0	1.8495215
SRR959632	0.9578981	0.6339962	0.72897977	0.0	1.3704541	0.93118155	2.7334402	1.94273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9145617	2.5344415	1.9161252	0.0	0.0	0.0	0.0	0.7566204	1.6233509	0.0	0.0	0.0	0.0	0.0	1.8492122
SRR959633	0.95842046	0.6303239	0.7297025	0.0	1.3730946	0.9291018	2.7350233	1.9460135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9213486	2.5424757	1.9302856	0.0	0.0	0.0	0.0	0.7521395	1.6303027	0.0	0.0	0.0	0.0	0.0	1.8574262
SRR959634	0.95577174	0.6296218	0.7290681	0.0	1.372245	0.92695105	2.7294183	1.9433016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9211102	2.5415921	1.932104	0.0	0.0	0.0	0.0	0.7517506	1.6305624	0.0	0.0	0.0	0.0	0.0	1.8542807
SRR959635	0.9576705	0.6155458	0.7504139	0.0	1.3714602	0.92481637	2.7008579	1.933759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8851376	2.5219266	1.9259523	0.0	0.0	0.0	0.0	0.74082786	1.6258962	0.0	0.0	0.0	0.0	0.0	1.8488488
SRR959636	0.9565231	0.6163566	0.75013703	0.0	1.3705002	0.9236417	2.6947985	1.9339591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8797565	2.5184395	1.9204401	0.0	0.0	0.0	0.0	0.74718153	1.6260983	0.0	0.0	0.0	0.0	0.0	1.8472087
SRR959637	0.9541759	0.6159127	0.74470013	0.0	1.3702599	0.9228163	2.7015097	1.9369735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8851662	2.5231855	1.9272103	0.0	0.0	0.0	0.0	0.74462664	1.6263902	0.0	0.0	0.0	0.0	0.0	1.8499188
SRR959638	0.9551831	0.6162063	0.74682665	0.0	1.3701103	0.9252552	2.6996667	1.9361534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8823657	2.52145	1.9227661	0.0	0.0	0.0	0.0	0.74838537	1.6250244	0.0	0.0	0.0	0.0	0.0	1.8501067
SRR959639	0.93771464	0.62280285	0.72884136	0.0	1.3427765	0.90783614	2.7051883	1.9352087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.862064	2.4937556	1.909835	0.0	0.0	0.0	0.0	0.7786	1.6100099	0.0	0.0	0.0	0.003342554	0.0	1.8189932
SRR959640	0.9366166	0.6214611	0.7288255	0.0	1.3427658	0.90641654	2.7028189	1.9316195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.859579	2.491595	1.9103535	0.0	0.0	0.0	0.0	0.77476627	1.6073942	0.0	0.0	0.0	0.0022161454	0.0	1.8175038
SRR959641	0.9366501	0.63025224	0.71135557	0.0	1.3456507	0.91080785	2.731895	1.9326242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9021502	2.513684	1.9211466	0.0	0.0	0.0	0.0	0.78012913	1.6119676	0.0	0.0	0.0	0.018031493	0.0	1.8311924
SRR959642	0.93939275	0.63061404	0.72230077	0.0	1.3517184	0.9138432	2.726906	1.9320742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8949761	2.5170462	1.9142752	0.0	0.0	0.0	0.0	0.78079164	1.6118976	0.0	0.0	0.0	0.020693764	0.0	1.8313828
SRR959643	0.93547267	0.6368073	0.70551306	0.0	1.3438945	0.9033777	2.7099457	1.9259633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8983984	2.5048656	1.9139688	0.0	0.0	0.0	0.0	0.7563429	1.604637	0.0	0.0	0.0	0.018457487	0.0	1.8248879
SRR959644	0.93317693	0.63316965	0.70556206	0.0	1.3406293	0.9023034	2.7088375	1.923043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.893272	2.500547	1.9142712	0.0	0.0	0.0	0.0	0.7532754	1.60218	0.0	0.0	0.0	0.018478155	0.0	1.822494
