	1	2	3
GSM261926.CEL	3.5483825	1.398846	0.9734215
GSM261927.CEL	2.022787	0.03718692	2.2198973
GSM261928.CEL	1.2722955	0.0	2.4896793
GSM261929.CEL	3.3129053	0.5682798	1.977901
GSM261930.CEL	0.417141	0.0	0.0
GSM261931.CEL	3.2979033	0.6154657	1.5066175
GSM261932.CEL	2.818131	0.0	0.0
GSM261933.CEL	0.7971157	0.0	0.8238342
GSM261934.CEL	1.3430365	0.0	1.021873
GSM261935.CEL	3.0331779	0.8962065	0.4359979
GSM261936.CEL	3.217134	0.27926224	1.1205957
GSM261937.CEL	3.1405659	0.5368911	1.0468264
GSM261938.CEL	3.749302	0.8945718	0.76902556
GSM267248.CEL	0.0	3.3558946	0.0
GSM267249.CEL	0.0	3.2736678	0.0
GSM267250.CEL	0.31570464	4.1068563	0.0
GSM267251.CEL	0.42797035	3.7045279	0.0
GSM267252.CEL	0.0	1.6743343	0.0
GSM267253.CEL	0.0	2.2099123	0.0
GSM267254.CEL	0.0	3.31488	0.0
GSM267255.CEL	0.0	3.6031218	0.0
GSM267256.CEL	0.0	0.053483605	0.96309376
GSM267257.CEL	0.0	0.0	0.07499468
GSM267258.CEL	0.0	0.91446805	2.030779
GSM267259.CEL	0.0	0.6824364	1.5906193
GSM290747.CEL	0.09086335	5.525103	0.47518834
GSM290748.CEL	0.0635736	5.197006	0.37171167
GSM290749.CEL	0.0	1.9651159	2.2626555
GSM290750.CEL	0.0	1.8435218	1.7593765
GSM290751.CEL	0.1424337	2.128193	1.5558555
GSM290752.CEL	0.0	2.1769447	2.1503873
GSM307112.CEL	1.2174633	3.8065119	0.0
GSM307113.CEL	1.3014232	4.038433	0.0
GSM307114.CEL	1.6397247	4.694195	0.031294107
GSM307115.CEL	0.0	0.0	2.4138932
GSM307116.CEL	0.0	0.0	1.0427579
GSM307117.CEL	0.0	0.0	1.1972094
GSM307118.CEL	0.22987363	4.089157	2.027599
GSM307119.CEL	0.617829	4.856769	1.4010885
GSM307120.CEL	0.5604946	4.7489157	1.3739979
GSM307121.CEL	0.0	0.07825589	2.0760694
GSM307122.CEL	0.0	0.0	2.0002506
GSM307123.CEL	0.0	0.0	2.4649298
GSM307124.CEL	0.0	1.9525067	0.61058855
GSM307125.CEL	0.0	1.9825562	0.68208134
GSM307126.CEL	0.0	2.2754588	1.5754983
GSM307134.CEL	0.0	1.7489568	3.915524
GSM307135.CEL	0.0	0.88824654	3.7577949
GSM318398.CEL	0.0	0.0	0.12439847
GSM318399.CEL	0.0	0.1258508	0.0
GSM318400.CEL	0.0	0.0	1.7487026
GSM318401.CEL	0.0	0.0	0.0
GSM318402.CEL	0.0	0.0	0.0
GSM318403.CEL	0.0	0.0	0.0
GSM318404.CEL	0.31473356	0.026797831	0.0
GSM318405.CEL	0.1651133	0.0	0.0
GSM318406.CEL	0.0	0.0	0.0
GSM318407.CEL	0.0	0.0	0.0
GSM318408.CEL	0.0	0.0	1.328368
GSM318409.CEL	0.0	0.0	0.0
GSM318716.CEL	1.0341339	0.16569656	3.9534297
GSM334310.CEL	1.0030017	6.1262617	0.0
GSM334311.CEL	2.1310894	5.209756	0.0
GSM334312.CEL	0.6686082	4.5207076	0.0
GSM334313.CEL	0.0	4.559905	0.0
GSM334314.CEL	1.3175948	5.1483016	0.0
GSM334315.CEL	0.9196681	5.111588	0.0
GSM335182.CEL	0.0	0.0	0.0
GSM335183.CEL	0.0	0.0	0.0
GSM349042.CEL	0.48520544	0.0	1.4264829
GSM349045.CEL	1.4798706	0.65645367	3.726945
GSM349047.CEL	1.4948764	0.44975704	4.017402
GSM349048.CEL	1.2115191	0.25562212	2.7324834
GSM356953.CEL	0.0	0.12551713	0.0
GSM356954.CEL	0.0	0.22377181	0.0
GSM356955.CEL	0.0	0.29335257	0.0
GSM356956.CEL	0.0	0.0	0.0
GSM356957.CEL	0.0	0.0	0.0
GSM356958.CEL	0.0	0.0	0.0
GSM356959.CEL	0.0	0.0	0.0
GSM356960.CEL	0.0	0.0	0.0
GSM356961.CEL	0.0	0.0	0.0
GSM366976.CEL	0.7219379	0.4194509	4.409366
GSM366977.CEL	0.0	0.0	3.8099442
GSM375702.CEL	1.4321659	3.9173107	1.9000553
GSM375703.CEL	1.518271	4.142116	1.1781185
GSM393044.CEL	0.0	2.1818128	2.6582139
GSM393045.CEL	0.0	2.3562787	3.299264
GSM424829.CEL	0.0	0.0	0.0
GSM424830.CEL	0.0	0.0	0.0
GSM424831.CEL	0.0	0.0	0.0
GSM424832.CEL	0.0	0.0	0.0
GSM424833.CEL	0.0	0.0	0.0
GSM424834.CEL	0.0	0.0	0.0
GSM424835.CEL	0.0	0.0	0.0
GSM424836.CEL	0.0	0.0	0.0
GSM429472.CEL	0.8836224	2.3940399	0.0
GSM429475.CEL	0.51958007	1.122221	0.0
GSM429476.CEL	0.0	0.21475852	0.0
GSM429477.CEL	0.0	0.0	0.0
GSM429478.CEL	0.0	0.0	0.0
GSM429479.CEL	0.0	0.0	0.0
GSM429480.CEL	0.0	1.283842	0.0
GSM429481.CEL	0.0	1.139555	0.0
GSM432860.CEL	2.15812	5.4571185	0.0
GSM432861.CEL	2.357397	5.4343467	0.0
GSM432862.CEL	2.348131	5.0422487	0.0
GSM432863.CEL	1.839366	4.9113913	0.0
GSM432864.CEL	3.2967672	4.9794903	0.0
GSM432865.CEL	3.524956	4.7134423	0.0
GSM432866.CEL	0.0	3.2126808	2.5340765
GSM432867.CEL	0.0	4.088808	2.324874
GSM432868.CEL	0.0	3.9181142	1.798058
GSM432869.CEL	0.0	2.864428	3.5904274
GSM432870.CEL	0.0	1.5878456	3.946128
GSM432871.CEL	0.0	2.3602204	3.7311172
GSM45588.CEL	0.0	0.0	0.0
GSM45589.CEL	0.0	0.0	0.0
GSM45590.CEL	0.0	0.0	0.0
GSM45591.CEL	0.0	0.0	0.0
GSM462061.CEL	0.0	0.0	0.0
GSM462062.CEL	0.461559	0.0	0.0
GSM462063.CEL	0.0	0.0	3.745098
GSM462064.CEL	0.0	1.9618108	3.142743
GSM462352.CEL	0.50705975	1.1032706	0.92973155
GSM462353.CEL	2.558328	1.9221424	3.2570014
GSM462354.CEL	1.4026711	2.79563	3.4859357
GSM462355.CEL	1.6292286	2.1937318	3.3810806
GSM537320.CEL	0.0	0.0	0.0
GSM537321.CEL	0.0	0.0	0.0
GSM541640.CEL	3.2249804	3.6159086	0.0
GSM541641.CEL	3.306233	3.6463442	0.0
GSM541642.CEL	0.0	0.56246245	3.147112
GSM541643.CEL	0.0	0.0	3.1537805
GSM541644.CEL	0.03864956	1.8663834	1.8958647
GSM541645.CEL	0.0	1.6531662	2.286497
GSM541646.CEL	0.0	0.0	0.0
GSM541647.CEL	0.0	0.0	0.0
GSM541648.CEL	0.0	0.0	3.9401622
GSM541649.CEL	0.0	0.0	3.992807
GSM546244.CEL	3.9622238	4.012624	0.0
GSM546245.CEL	4.146695	4.165723	0.0
GSM546246.CEL	3.986753	3.940021	0.0
GSM546247.CEL	4.091622	3.9500608	0.0
GSM546248.CEL	4.0982704	3.6871872	0.0
GSM546249.CEL	4.150975	3.7340283	0.0
GSM546250.CEL	3.573592	3.2009978	0.61686635
GSM546251.CEL	3.6195445	3.1606855	0.29067385
GSM546252.CEL	4.4418764	3.4512901	0.0
GSM546253.CEL	4.0425367	3.516491	0.0
GSM546254.CEL	4.5277133	3.9077182	0.0
GSM546255.CEL	3.5994163	3.467534	0.0
GSM546256.CEL	3.6873496	2.112917	0.6053139
GSM546257.CEL	3.8829517	2.588161	0.0
GSM546258.CEL	4.5398774	2.2394235	0.13492715
GSM546259.CEL	3.9018393	2.2497325	0.0
GSM546260.CEL	4.8860955	2.4319897	0.0
GSM546261.CEL	3.9350994	2.142208	0.0
GSM546262.CEL	4.557591	1.2024412	0.04543823
GSM546263.CEL	3.78612	0.6253247	0.0
GSM546264.CEL	4.261837	1.1083907	0.0
GSM546265.CEL	4.8860674	1.256717	0.0
GSM546266.CEL	4.103398	0.33989933	0.8027574
GSM546267.CEL	4.1860147	1.6300799	0.0
GSM546268.CEL	2.6282506	3.5208163	0.0
GSM546269.CEL	3.7655787	4.4316115	0.0
GSM546270.CEL	2.2916868	3.3176584	0.0
GSM546271.CEL	2.1838708	3.9859715	0.028491735
GSM546272.CEL	3.7287436	3.4073424	0.0
GSM546273.CEL	3.8874516	3.5087323	0.0
GSM546274.CEL	4.778831	1.6932867	0.0
GSM546275.CEL	4.0514894	1.4430492	0.0
GSM546276.CEL	4.3534226	0.5818154	0.05932045
GSM546277.CEL	4.3431582	0.57755995	0.0
GSM546278.CEL	4.410357	4.1622763	0.0
GSM546279.CEL	4.247125	3.9563446	0.0
GSM546280.CEL	1.5196184	5.552941	0.0
GSM546281.CEL	3.7463517	4.938713	0.0
GSM551147.CEL	0.0	0.0	0.12439847
GSM551148.CEL	0.0	0.1258508	0.0
GSM551149.CEL	0.0	0.0	1.7487026
GSM551150.CEL	0.0	0.0	0.0
GSM551151.CEL	0.0	0.0	0.0
GSM551152.CEL	0.0	0.0	0.0
GSM560754.CEL	0.0	0.21156037	1.537928
GSM560755.CEL	0.050621122	4.012367	0.92971873
GSM560756.CEL	0.0	0.12808466	0.14920938
GSM560757.CEL	0.0	0.0	0.17594963
GSM560758.CEL	0.0	0.0	0.3179996
GSM560759.CEL	0.0	0.0	0.0
GSM562109_PAK_GI_colonization_2_6-9-04.CEL	1.4400134	2.827095	0.0
GSM562110_PAK_GI_colonization_4_6-9-04.CEL	1.229017	2.867918	0.0
GSM562111_PAK_GI_colonization_5-12-04.CEL	1.4894003	3.0237703	0.0
GSM562112_Koh_PAK_H2O_1.CEL	0.0	0.0	2.3758364
GSM562113_Koh_PAK_H2O_2.CEL	0.0	0.0	1.8548338
GSM562114_Koh_PAK_H2O_3.CEL	0.0	0.0	2.1294525
GSM567541.CEL	0.7344162	5.427235	2.3401308
GSM567542.CEL	0.0	0.4085537	5.0728407
GSM567543.CEL	0.65521353	5.3711767	2.2610207
GSM567544.CEL	0.0	0.50825024	5.282693
GSM567666.CEL	0.0	0.0	0.0
GSM567667.CEL	0.0	0.0	0.0
GSM567668.CEL	0.0	0.0	0.0
GSM567669.CEL	0.0	0.0	0.0
GSM567670.CEL	0.0	0.0	0.0
GSM567671.CEL	0.0	0.0	0.0
GSM567672.CEL	0.0	0.0	0.0
GSM567673.CEL	0.0	0.0	0.0
GSM567674.CEL	0.0	0.0	0.0
GSM567675.CEL	0.0	0.0	0.0
GSM567676.CEL	0.0	0.0	0.0
GSM567677.CEL	0.0	0.0	0.0
GSM567678.CEL	0.0	0.0	0.0
GSM567679.CEL	0.0	0.0	0.0
GSM567680.CEL	0.0	0.0	0.0
GSM567681.CEL	0.0	0.0	0.0
GSM567682.CEL	0.0	0.0	0.0
GSM567683.CEL	0.0	0.0	0.0
GSM567684.CEL	0.0	0.0	0.0
GSM567685.CEL	0.0	0.0	0.0
GSM567686.CEL	0.0	0.0	0.0
GSM567687.CEL	0.0	0.0	0.0
GSM567688.CEL	0.0	0.0	0.0
GSM567689.CEL	0.0	0.0	0.0
GSM567690.CEL	0.0	0.0	0.0
GSM567691.CEL	0.0	0.0	0.0
GSM567692.CEL	0.0	0.0	0.0
GSM567693.CEL	0.0	0.0	0.0
GSM567694.CEL	0.0	0.0	0.0
GSM567695.CEL	0.0	0.0	0.0
GSM573322.CEL	0.0	1.7351284	4.2572093
GSM573323.CEL	0.0	1.4462271	4.8740735
GSM573324.CEL	0.0	2.4954123	3.973825
GSM573325.CEL	0.0	2.1985526	3.993894
GSM573326.CEL	0.0	2.8752651	3.9036846
GSM573327.CEL	0.0	2.0424232	4.2804112
GSM591496.CEL	0.5532048	4.2428465	2.5158243
GSM591601.CEL	0.544337	3.8730044	2.3900557
GSM591602.CEL	0.9806973	3.3730602	2.6251173
GSM591603.CEL	0.0	0.0	3.3858633
GSM591622.CEL	0.0	0.0	3.0612044
GSM591623.CEL	0.0	0.3557178	3.3949738
GSM591624.CEL	0.0	0.0	2.5663235
GSM591625.CEL	0.0	0.0	2.8088741
GSM591627.CEL	0.0	0.0	2.5495408
GSM596626.CEL	2.3467362	0.09858203	0.70448536
GSM596819.CEL	2.80973	0.20442814	2.18184
GSM597216.CEL	0.0	0.0	2.2125206
GSM597217.CEL	0.0	0.0	0.92488337
GSM597218.CEL	0.0	0.0	0.7271287
GSM597219.CEL	0.21697116	4.144433	2.3047805
GSM597220.CEL	0.45499277	4.0337667	1.8091173
GSM597221.CEL	1.9253931	4.5085626	0.7325624
GSM597329.CEL	0.0	0.698595	3.1198325
GSM597330.CEL	0.06473842	1.0922792	3.9066043
GSM597331.CEL	0.6920688	0.64884233	4.1153474
GSM610406.CEL	0.038422346	1.4978974	3.9456086
GSM610407.CEL	0.0	0.8618014	4.148194
GSM617286.CEL	1.7272754	0.15694684	1.8333647
GSM617287.CEL	1.8703802	0.048110425	2.110752
GSM617288.CEL	2.5312767	0.1396277	1.280952
GSM617289.CEL	0.7324544	1.9830066	1.6972423
